codigo_iata,lat,lng
BAA,-5.3305602073700005,151.007995605
OPU,-8.05000019073,142.932998657
BMH,-6.37316666667,144.637
BPD,-7.743611111110001,147.020555556
BPK,-5.526389,141.744583
BRP,-7.6693,146.7594
BUL,-7.216286671410001,146.649541855
XBN,-9.6425,149.303889
CVB,-4.80662,144.714996
CGC,-5.455231,148.422289
CMU,-6.024290084838867,144.9709930419922
SQT,-10.5627777778,150.690694444
DBP,-6.30861111111,141.905555556
DER,-6.14472222222,147.107222222
BNT,-5.742222222220001,145.2275
MDM,-4.6204,143.4516
KPF,-8.5336,142.5049
DNU,-6.1546,146.6772
DOI,-10.7009,150.7218
DOO,-9.461855,147.920907
DAU,-9.08676,143.207993
KRU,-8.271612,147.071899
EMS,-9.447,148.7628
XYR,-3.883986,141.792234
EMI,-1.653949991,149.9757667
EFG,-9.15380555556,147.659805556
MHY,-8.71411111111,141.644444444
EPT,-5.0412,141.6779
EGA,-6.9179,146.1053
EMO,-9.1234,148.0415
ERU,-8.2538,146.9747
MFZ,-6.1364,149.1183
BOT,-7.237257,141.1063222
ERE,-6.60646315446,143.900213242
SWE,-6.284181,147.582371
FNE,-8.54927777778,147.085833333
FRQ,-5.208,141.6988
FIN,-6.621750109,147.85405
FAQ,-4.610468,141.960138
FUM,-6.3933,142.4408
GKA,-6.081689834590001,145.391998291
GEW,-9.2263,148.4949
GUG,-8.1286,146.8722
GRL,-7.980713,147.213461
GAR,-7.875625,147.141266
GAZ,-9.225918,152.944352
GOE,-5.527716614,151.5733333
GUR,-10.3114995956,150.333999634
GAP,-6.053196,145.959047
PNP,-8.80453968048,148.309005737
GBC,-6.1028,141.7393
GMI,-6.27111005783,150.330993652
AKG,-3.560504,142.217307
GVI,-3.90224289894,141.170516968
GOC,-9.0021,148.2364
HBD,-6.32,142.4893
HNI,-7.4223,146.4276
HYF,-3.69838,143.057902
HNN,-6.2457,142.1771
HKN,-5.463846,150.407327
HIT,-6.9406,143.059
HWA,-7.392994,146.003487
IIS,-4.49972009659,154.225997925
IDN,-6.22663,147.244
IMN,-6.7524,146.1072
KGM,-5.671,141.03
IMD,-3.328,141.1573
KIE,-6.305727,155.728249
IAL,-6.2782,143.9944
WSA,-8.2836,142.8697
WIU,-4.689522,149.440112
MPX,-4.903055555560001,141.620833333
KGH,-8.5289,147.4603
JOP,-4.74708333333,145.007083333
LSA,-8.505820274353027,151.08099365234375
KBM,-6.15547222222,147.191472222
KDR,-6.19217,149.54783
KMF,-7.64925,145.956944444
KPA,-5.3883,142.4977
KAQ,-8.150694444440001,146.834
UNG,-6.1257100105285645,141.28199768066406
KNE,-5.2903,144.7072
KRI,-7.42438,144.250076
KMA,-7.96361017227,145.770996094
KKD,-8.884679,147.730957
KGW,-9.13591666667,147.669444444
KRX,-4.557,145.9404
KZF,-7.50025,146.033833333
KUQ,-7.135083,143.276111
KVG,-2.57940006256,150.807998657
KWO,-7.977006912229999,142.823577881
LNV,-3.04361009598,152.628997803
LAB,-5.7204,148.0566
KEG,-5.83277777778,145.097222222
KII,-9.006528,142.698056
LGN,-5.5319444444400006,149.734166667
LNM,-7.22313888889,146.227083333
LWI,-6.3344,146.6458
LPN,-6.3917,146.3434
LNG,-8.2799,146.2765
LNC,-6.384611111110001,147.368638889
LMI,-3.47683951134,142.041292191
LSJ,-5.3604,147.0177
AYM,24.467,54.6103
MRM,-9.1908,147.6219
OBM,-7.74,147.59
MYX,-7.21166666667,146.019361111
MAG,-5.20707988739,145.789001465
HGU,-5.828212,144.299412
MXK,-6.47166666667,147.441138889
MPG,-6.532222222220001,147.651166667
GUV,-6.280859,142.420775
MDU,-6.14774,143.656998
MAS,-2.06189,147.423996
MLQ,-8.07138888889,146.155472222
MQO,-8.70916666667,142.649722222
MXH,-6.36332988739,143.238006592
MIS,-10.6892004013,152.837997437
MKN,-4.02343055556,153.657277778
MWG,-6.9736,145.8849
MPU,-2.81138888889,151.991111111
NKN,-5.837,146.4533
KEX,-7.538888888890001,145.905
NDN,-9.14355555556,147.68425
AUI,-1.46055555556,143.064722222
GBF,-6.567778,144.703058
MFO,-5.577778,151.792333
NUG,-3.4075,154.7383
NDI,-9.47375,148.329416667
KSB,-6.3819,146.9859
KDP,-5.84061111111,143.507222222
NMN,-6.32183,145.070667
BXZ,-5.7243,147.8667
UKU,-3.676765,142.48492
ATN,-3.6695,152.438
NBA,-6.2412,145.2424
LAE,-6.567995,146.726544
OBX,-7.590622421369999,141.324262619
KGB,-6.2239,147.2152
OKV,-5.55666666667,141.032777778
OGE,-6.46675,147.364166667
OKP,-5.2261,142.2259
HOC,-7.3984,145.8827
KQL,-5.73116666667,144.846
OSE,-7.82777777778,147.080638889
KOM,-6.0682,142.8598
KSP,-8.450716,147.209195
KCJ,-7.2714,143.5952
OLQ,-5.3897222222200005,141.515277778
KDE,-5.6952,142.7441
OPB,-4.794727,151.696195
PLE,-5.372407,142.975774
PGB,-7.0226,141.5605
PDI,-6.445138888890001,147.515833333
APR,-4.67666666667,142.540138889
PGN,-6.386,144.1084
PMP,-6.49916666667,143.510277778
MPF,-7.979,143.1694
PMN,-9.7469,149.4766
WLU,-6.475161,143.987222
POM,-9.44338035583496,147.22000122070312
KRJ,-4.59666666667,143.5225
TLP,-4.7748,141.0133
SPH,-8.3038,147.1659
ONB,-8.67436111111,147.262416667
SXA,-6.0908,147.5955
KIQ,-8.065111111110001,147.332027778
RBP,-9.97111111111,149.832222222
RMN,-5.89722222222,141.271666667
KMR,-6.4921,144.823
RKU,-8.817000054,146.5243833
MWI,-5.13,143.4829
KOR,-7.83466666667,146.5335
MRH,-4.3615,141.785
SBE,-6.10444444444,142.278333333
SDI,-5.62713888889,146.462777778
NIS,-2.66222222222,151.997777778
SFU,-9.59305555556,148.636111111
SIL,-9.07355555556,148.38925
SBV,-5.5765,155.0489
SIM,-5.278611111110001,144.544722222
SGK,-5.12583333333,144.323611111
SXH,-9.96452777778,151.161861111
SBC,-5.315,141.752
SMH,-6.075277777779999,146.811111111
SPV,-3.8821,143.6734
TDS,-7.6217,142.868
SKC,-8.0466,141.7222
SXW,-5.9701,148.8543
SWG,-6.13955555556,147.279166667
MBV,-6.345,147.591
TIZ,-5.845,142.947998
TBG,-5.280471,141.227576
TFM,-5.12608,141.641922
TDB,-9.1586,148.0686
TGL,-11.3311111111,153.202916667
TFB,-5.117249,141.418076
TPI,-8.35666666667,146.989166667
RAB,-4.34046,152.380005
TKW,-5.243667,142.165194
KDQ,-3.600556,141.051667
TEP,-5.9553,146.5595
TBQ,-6.46666666667,145.532222222
TSW,-7.0695,146.1272
TRJ,-5.614,141.0421
TFI,-9.07595443726,149.319839478
TBE,-4.196633,143.519222
TWY,-7.4463,146.1067
TEO,-8.16972222222,146.194444444
TKB,-7.6808,146.5503
UMC,-7.0214,145.966
URU,-9.5162,148.5591
UBI,-6.72916666667,155.683333333
AUV,-5.731111111110001,148.445277778
GLP,-5.2808,141.5411
UPR,-8.5411,142.6503
KUX,-5.372361111110001,141.623888889
UVO,-6.0178,150.9557
TLW,-5.2726,150.0089
TCJ,-4.0165,143.1329
VAI,-2.6926,141.3028
TON,-6.6552,155.4326
WUV,-1.73611111111,142.836666667
WAO,-6.98944444444,145.075111111
WTT,-6.1325,146.467777778
WBM,-5.635293,143.892231
WAJ,-6.9523,142.6557
AGL,-9.3375,149.155556
WNU,-4.8961,145.3213
WBC,-9.3376,150.5093
WWK,-3.58383011818,143.669006348
WOA,-6.796861111110001,145.891944444
WKN,-5.8603,155.2223
WSU,-5.96170944919,147.19822526
WTP,-8.545833,147.2525
WUG,-7.345556,146.718611
YVD,-7.548,146.188
SMJ,-7.75,146.9273
TLO,-4.98083019257,152.009994507
WPM,-8.78822,142.882004
WEP,-8.6184,141.1381
AYY,6.86,81.82388888890002
KYX,-6.09,147.0117
YEQ,-5.10972222222,143.917666667
TCK,-4.0949,143.3838
LNF,-4.855941,141.220165
RAX,-9.632916666669995,148.048055556
KPE,-4.6280555555600005,141.094166667
KSX,-6.6015,146.1813
ZEN,-6.9522222222200005,146.61625
SWR,-4.52988888889,153.054444444
WUM,-6.0491,149.337
SIZ,-2.99944444444,142.0445
OSG,-2.91555555556,141.297305556
ZXT,40.494884,49.977065
HAE,36.1916007996,-113.092002869
AZB,-10.2991666667,149.338333333
BAJ,-4.88333333333,149.133333333
BCW,-21.8533,35.438301
BCZ,-13.7808333333,136.201666667
JAM,42.454899,26.3522
JEG,68.721802,-52.784698
AOQ,72.88703,-55.596287
AGM,65.612296,-37.618335
LLU,60.46445,-45.56917
QUV,60.148357,-44.286916
JRK,61.176828,-48.419698
QUW,60.597376,-45.382445
QGQ,67.940663,-53.62187
UAK,61.15958,-45.42469
JCH,68.822816,-51.173447
CNP,70.743103,-22.650499
QFG,60.61972,-45.914062
QFN,60.004694,-44.656935
JGR,61.22896,-48.09698
GOH,64.191066,-51.67914
JGO,69.251182,-53.514876
IKE,70.498145,-51.303084
QFI,68.14583,-53.16916
QRY,68.140881,-53.441459
XIQ,69.080915,-51.114315
IUI,73.199895,-56.010817
IOQ,65.547792,-38.976552
QJI,68.634253,-51.832262
JAV,69.243202,-51.057098
QPW,68.312657,-53.460208
KUS,65.573601,-37.1236
KUZ,65.863935,-36.997919
KHQ,74.57805,-57.226828
KGQ,72.381092,-55.536586
QJE,68.857926,-53.123295
IOT,71.241944,-53.562877
JSU,65.412498,-52.9394
JNN,60.141884,-45.232977
JUU,71.538769,-53.205038
JNS,60.917283,-46.059923
NIQ,70.789385,-53.662945
NSQ,74.109853,-57.065037
JFR,62.014736,-49.670937
PQT,69.995861,-51.300917
NAQ,77.488602,-69.388702
QJH,60.780959,-47.156249
OBY,70.488229,-21.97168
SFJ,67.010446,-50.715294
SGG,65.90592,-36.378254
SRK,77.786517,-70.638657
QOQ,60.537778,-46.024722
JHS,66.951302,-53.729301
SAE,70.811172,-51.63129
SVR,76.018613,-65.117683
TQA,73.373055,-56.06028
THU,76.53063,-68.700541
TQI,65.892027,-37.783409
XEQ,60.194305,-44.813447
JUV,72.790199,-56.1306
UMD,70.680428,-52.11163
JQA,70.7342,-52.696201
JUK,71.049438,-51.890016
BHL,28.9786,-113.560997
BHT,-23.363333,141.562778
AEY,65.656573,-18.072018
BIU,65.641296,-23.5462
BGJ,65.516769,-13.81578
BLO,65.644997,-20.2875
BXV,64.790037,-14.043927
DJU,64.642372,-14.277297
EGS,65.2833023071289,-14.401399612426758
FAG,63.874699,-16.6411
GUU,64.991402,-23.224701
GJR,65.9953,-21.3269
GRY,66.5458,-18.0173
HVK,65.704697,-21.6964
HFN,64.295601,-15.2272
HZK,65.952301,-17.426001
IFJ,66.058098,-23.1353
KEF,63.985001,-22.6056
OPA,66.310799,-16.4667
SAK,65.73169708249999,-19.5727996826
NOR,65.131897,-13.7464
RHA,65.45262908935547,-22.20611572265625
OLI,64.911377,-23.818205
RFN,66.406403,-15.9183
RKV,64.128732,-21.93759
MVA,65.6558,-16.9181
SIJ,66.137847,-18.908157
SYK,65.058851,-22.764616
TEY,65.8703,-23.559999
THO,66.218459,-15.334739
VEY,63.42430114746094,-20.27890014648437
VPN,65.720596,-14.8506
BJE,11.1994444444,28.5230555556
BJQ,19.8730555556,56.0677777778
BJT,6.431,79.996
PRN,42.5728,21.035801
BMQ,-3.98138,39.73112
BNF,57.088799,-134.833146
BNV,-6.426631,146.826697
BVL,-13.654426,-63.704718
BOV,-3.3834,153.2812
BQV,58.4552,-135.884995
CJZ,-6.8827,-38.61583
VDC,-14.907885,-40.914804
CMP,-9.319906,-50.328536
AAI,-13.025154,-46.884107
ITN,-14.8105,-39.290401
LEP,-21.468226,-42.727076
CPU,-1.820006,-44.864065
CTQ,-33.502038,-53.344911
APY,-9.08533,-45.955603
JRN,-10.314114,-58.494877
MTG,-14.995499,-59.945662
ALT,-1.917,-54.7231
NSB,25.767,-79.25
BSV,-15.6725,47.061667
BTZ,5.79,101.15
HUK,-23.9897,21.758101
BWJ,-6.396944444440001,146.881666667
BXL,-16.943,177.368
TXC,54.439999,30.2967
BYA,64.077678,-141.122088
BYL,7.36916666667,-9.99372222222
BYV,6.9294444444400005,79.85416666670001
BCV,17.269603,-88.776496
BGK,16.519369,-88.407913
CUK,17.735015,-88.032862
CYC,17.683792,-88.044985
CZH,18.3822,-88.411903
DGA,16.98251,-88.230988
INB,16.53456,-88.441615
MDB,16.998419,-88.318191
ORZ,18.046767,-88.583858
PND,16.1024,-88.808296
SJX,18.3561,-88.130798
SPR,17.9139,-87.9711
SQS,17.185898,-89.009936
STU,18.2721004486084,-88.456298828125
SVK,16.728338,-88.369174
TZA,17.517239,-88.195775
BZB,-21.5411,35.4729
BZM,-17.6925,45.0888333333
PFM,55.390002,-111.1198
YSV,58.474312,-62.653999
YRR,50.409447,-125.131617
YMV,71.324167,-79.356944
YHC,51.669733,-128.08181
YMF,48.89225,-123.39215
PYS,39.71029,-121.616528
YBW,48.75,-123.233002
YTP,49.155,-125.91
CBA,49.8636,-119.568045
ZNA,49.169813,-123.933845
YZZ,49.055599,-117.609001
YMB,50.122504,-120.745368
YHH,50.049999,-125.25
YWS,50.1436004639,-122.948997498
YBF,48.835967,-125.137453
YIG,50.3923,-125.1372
CJH,51.625797,-124.144478
YPT,49.623785,-124.024884
ZOF,52.3666992188,-127.717002869
YCA,49.679237,-124.98064
CFQ,49.03689956665,-116.49800109863
YAA,52.451501,-125.303776
DGF,50.1654600485,-120.171273351
JHL,57.2238998413,-111.418998718
ZTS,49.92,-126.655
DUQ,48.754534,-123.709702
YHS,49.4606018066,-123.71900177
YKK,53.7999992371,-130.432998657
ZQS,53.25282,-132.074214
WPL,49.887335,-124.53372
XQU,49.337456,-124.393086
YMP,50.57348,-127.027702
YRN,51.683985,-127.264044
YTG,50.885359,-126.831069
YMU,50.07137,-124.98362
YAV,48.852241,-123.301982
YSX,52.150002,-128.08299
YGG,48.8545,-123.4969
YTB,53.416698,-129.25
YZA,50.775258,-121.321314
ZEL,52.185001,-128.156994
CBC,-18.917777777800005,125.537777778
YPB,49.321899,-124.931
YBO,56.966702,-130.25
TNS,61.956901550293,-128.20300292969
TUX,55.025001525879,-120.93499755859
YWM,52.567377,-55.784883
YSO,54.9105,-59.78507
YBI,53.469836,-55.787501
YHG,52.765774,-56.11237
YFX,52.372799,-55.673901
YHA,52.528099060058594,-56.28609848022461
YRG,54.1796989440918,-58.45750045776367
KGN,-6.468027,16.805012
DVK,64.5113983154,-110.289001465
JOJ,68.1252746582,-106.585281372
ZFW,56.081401825,-118.434997559
YJP,53.319199,-117.752998
YLE,63.131699,-117.246002
YDC,53.265800476074,-114.95999908447
NML,57.0555992126,-111.573997498
CFM,55.695301,-111.278999
KWD,7.964938,23.526018
GSL,62.5980987549,-111.542999268
XMP,63.181098938,-130.20199585
DAS,66.703053,-119.716816
YFI,57.275833,-110.976666
YOE,55.7094,-117.094002
TIL,51.057498931885,-113.62400054932
OKG,-1.4483300447464,15.073300361633
CGA,55.478802,-133.147995
CGG,16.1941,122.0651
GHK,63.435198,-109.144812
CHP,65.485496521,-144.610992432
LRQ,56.2486000061,-101.304000854
YDJ,58.662498474121,-103.53800201416
YDU,60.291900634766,-102.50199890137
YFL,62.7,-109.167
XCL,58.3911018372,-109.51599884
YKE,54.915298,-94.798103
SUR,52.70859909057617,-88.54190063476562
CKD,61.870315,-158.137636
YTT,52.836700439453,-104.06700134277
YAX,53.84920120239258,-89.57939910888672
WNN,52.893902,-89.2892
YBS,52.6067008972,-90.3768997192
YNO,52.4900016784668,-92.97109985351562
CKR,48.5978,-122.9979
CKU,60.5438995361,-145.727005005
YDW,60.315719,-103.131324
CKX,64.066495,-141.951342
CMT,-2.2468,-49.56
CMZ,-17.8331,35.3341
ZKL,29.376484,104.625789
BZX,31.73842,106.644872
DFA,33.708533,110.249284
HSC,24.9786,113.420998
JGS,26.856899,114.737
HNG,36.3367,100.480003
JNH,30.698056,120.663056
DWS,48.38745,124.43127
LCT,37.91305,114.59166
WHN,30.25521,114.062805
PFA,45.59886,126.65808
PNJ,37.80473,120.80954
CBZ,37.61055,117.885699
DDR,28.604567,86.798
HQL,37.661333,75.288877
HEW,29.122619,120.24289
JDE,29.360905,119.180829
HLJ,46.12779,125.77354
TYC,37.50312,112.424126
WRH,46.01761,85.657436
JRJ,25.960236,116.077016
APJ,30.397898,81.13317
ZFL,43.088477,81.223013
YEH,38.588095,106.539788
LCS,24.26652,97.9048
LFH,26.64518,99.54419
ZGN,22.519296,113.361307
BZJ,33.560777,115.911859
BKV,41.656944,110.3125
HJB,42.976395,83.995543
OTQ,38.1712,107.3905
JBK,44.166086,89.55014
ZAT,27.205843,103.691511
LIJ,28.3727,119.839
YHJ,28.700972,116.107694
OTO,39.03139,107.98889
NAY,39.782158,116.386299
BFY,33.166292,117.058344
XBE,53.965599060058594,-91.0271987915039
YNP,55.913898,-61.184399
YWR,48.6269,-85.223297
YPD,45.2575,-79.829697
XBR,44.6394004822,-75.7502975464
KIF,53.01250076293945,-89.85530090332031
LCR,-1.456361,-72.801086
YEB,46.421233,-84.096478
CPI,-5.44833333333,152.081944444
YSI,45.173302,-80.137497
KEW,52.9911,-92.836403
ACO,9.693365,-85.091216
KFM,55.355598,-110.637001
YSA,43.928235,-59.948986
YLS,49.0303001404,-77.0171966553
YNX,63.593601,-110.905998
SSQ,48.917198181152,-79.178596496582
YKU,53.80559921264648,-78.91690063476562
ZTB,50.67440032958984,-59.38359832763672
ZKG,50.195801,-61.2658
YWQ,49.9434,-71.138
CTP,-1.225365,-46.019057
YAU,61.662201,-73.321404
ZGS,50.259553,-60.674357
YFG,54.553901672363,-71.173301696777
ZLT,50.8307991027832,-58.97560119628906
CUJ,11.8553,119.9378
CVL,-9.67,150.019722222
CXC,61.582901,-144.427002
YAB,73.006101,-85.04616
YAC,51.7272,-91.824402
YAR,53.5717010498,-76.19640350339999
YAG,48.655749,-93.44349
YAH,53.754699707,-73.6753005981
YAL,50.582199,-126.916
YAM,46.483216,-84.508467
XKS,53.52470016479492,-88.6427993774414
YKG,60.027199,-69.999199
YAT,52.927502,-82.4319
YAY,51.391909,-56.08321
YAZ,49.079833,-125.775583
YBA,51.208222,-115.540624
YBB,68.535711,-89.805508
YBC,49.1325,-68.204399
QBC,52.387501,-126.596001
YBE,59.561401,-108.481003
YBY,54.304199,-110.744003
YBG,48.330123,-70.992012
YBK,64.29889678960001,-96.077796936
YBL,49.950802,-125.271004
XTL,58.706308,-98.511057
YBR,49.91,-99.951897
YBT,57.8894,-101.679001
YBV,52.358898,-97.018303
YBX,51.4436,-57.185299
YRF,53.682501,-57.042303
YCB,69.1081008911,-105.138000488
YCC,45.092637,-74.567724
YCD,49.05497,-123.869863
YCE,43.285599,-81.508301
YCG,49.296398,-117.632004
YCH,47.007801,-65.449203
XCM,42.3064002991,-82.0819015503
YCL,47.990799,-66.330299
YCN,49.10559844970703,-81.01360321044922
YCO,67.816408,-115.14307
YCQ,55.687198638916016,-121.6269989013672
YCR,54.609758,-97.762442
YCS,63.346901,-90.731102
YCT,52.0750007629,-111.444999695
YCW,49.153157,-121.939309
YCY,70.486099,-68.516701
YCZ,50.331052,-115.873739
YDA,64.04309844970703,-139.1280059814453
YDB,61.371101,-139.041
YDF,49.208159,-57.396147
YDL,58.422199,-130.031998
XRR,61.9706001282,-132.42300415
YDN,51.1008,-100.052002
YDO,48.7785,-72.375
YDP,56.550778,-61.682224
YDQ,55.741245,-120.183263
YEG,53.3097,-113.580002
YEK,61.0942,-94.070801
YEL,46.351398468,-82.5614013672
YEM,45.842435,-81.857595
YEN,49.2103004456,-102.966003418
YER,56.018902,-87.676102
YET,53.5788993835,-116.464996338
YEU,79.9946975708,-85.814201355
YEV,68.30419921880001,-133.483001709
YEY,48.563903,-78.249702
YFA,52.203451,-81.695194
YFB,63.756402,-68.555801
YFC,45.868697,-66.529891
YFE,48.74610137939453,-69.09719848632812
YFH,51.561901,-87.907799
YTM,46.409401,-74.779999
YFO,54.678101,-101.681999
YFR,61.1808013916,-113.690002441
YFS,61.76020050048828,-121.23699951171876
YMN,55.077335,-59.187942
YGB,49.694341,-124.518099
YGH,66.240658,-128.647757
YGK,44.2253,-76.596901
YGL,53.625301361083984,-77.7042007446289
YGM,50.62810134887695,-97.04329681396484
YGO,54.55768,-94.490061
YGP,48.774915,-64.481893
YGQ,49.77830123901367,-86.93939971923828
YGR,47.425242,-61.778612
YGT,69.3647,-81.816101
YGV,50.281898,-63.611401
YGW,55.28189849853516,-77.76529693603516
YGX,56.35712,-94.711504
YGZ,76.425823,-82.908583
YQC,61.046398,-69.617798
YHB,52.8166999817,-102.310997009
CXH,49.291265,-123.11717
YHD,49.831699,-92.744202
YHE,49.368865,-121.49495
YHF,49.71419906616211,-83.68609619140625
YNS,51.691101,-76.135597
YHI,70.762802,-117.806
YHK,68.635597,-95.849701
YHM,43.17348,-79.931185
YHN,49.19309997558594,-84.75890350341797
YHO,55.448757,-60.228124
YHP,52.1133,-94.2556
YHR,50.468322,-59.637823
YHT,60.7892,-137.546005
YHU,45.517502,-73.416901
YHY,60.8396987915,-115.782997131
YHZ,44.8807983398,-63.5085983276
YIB,48.773899,-91.638603
YDG,44.5458450365,-65.7854247093
YIF,51.2117,-58.658298
YIK,62.417301,-77.925301
YIO,72.689494,-77.968941
YIV,53.857200622558594,-94.65360260009766
YJA,52.996418,-118.060233
YJF,60.2358016968,-123.46900177
